,Time,Latitude,Longitude,Depth,Magnitude,Date
,18:12:55,26.64,92.45,10,3.1,21-03-2021
,17:52:41,26.53,92.58,25,4.1,21-03-2021
,10:06:32,25.85,95.08,10,4.2,21-03-2021
,06:10:10,36.42,71.37,10,3.8,21-03-2021
,03:29:18,32.15,93.47,10,3.8,21-03-2021
,23:22:17,22.66,91.79,10,3.5,20-03-2021
,21:06:07,23.01,93.12,17,3.3,20-03-2021
,21:00:27,34.63,83.49,42,4.7,20-03-2021
,13:13:05,36.95,71.33,160,4.6,20-03-2021
,09:54:23,38.34,74.11,10,3.6,20-03-2021
,07:30:37,28,88.92,75,3.5,20-03-2021
,02:33:12,32.42,93.94,80,3.8,20-03-2021
,01:30:44,32.83,73.65,10,3.6,20-03-2021
,23:34:19,31.79,93.05,79,4.2,19-03-2021
,11:41:32,31.78,92.81,100,5.8,19-03-2021
,17:23:49,37.91,71.5,140,4.7,18-03-2021
,09:50:05,27.75,85.71,10,3.6,18-03-2021
,18:46:12,30.08,86.39,10,4.1,16-03-2021
,11:15:21,26.08,94.4,18,3.5,16-03-2021
,17:34:41,36.37,71.12,10,3.8,15-03-2021
,15:23:03,26.91,89.21,5,3.8,15-03-2021
,06:04:02,34.99,73.48,10,3.4,15-03-2021
,05:41:51,38.13,73.52,10,3.8,15-03-2021
,05:48:40,16.45,94.46,50,3.8,14-03-2021
,18:00:32,37.57,69.78,30,4.5,13-03-2021
,02:21:37,26.36,90.13,10,2.8,13-03-2021
,22:42:03,28.62,66.59,10,4,12-03-2021
,16:14:16,26.13,92.71,5,3.1,12-03-2021
,04:32:15,27.4,87.98,10,3.7,12-03-2021
,19:58:36,35.08,72.13,10,3.9,11-03-2021
,12:05:37,23.91,94.29,20,3.1,11-03-2021
,08:04:17,22.75,94.51,50,3.3,11-03-2021
,04:49:29,36.35,70.85,41,4.3,11-03-2021
,03:48:10,27.38,88.76,15,2.1,11-03-2021
,23:59:47,24.1,93.38,50,2.8,10-03-2021
,21:58:42,26.25,95.23,80,3.2,10-03-2021
,20:33:33,26.38,95.98,110,3.6,10-03-2021
,18:53:52,27.1,90.48,6,2.7,10-03-2021
,13:01:38,22.48,95.81,10,3.8,10-03-2021
,09:47:06,36.49,71.56,41,3.8,10-03-2021
,08:29:10,22.14,78.64,20,2.8,10-03-2021
,07:50:34,32.7,76.62,5,3.4,10-03-2021
,02:36:47,36.34,70.8,180,4.5,10-03-2021
,23:34:58,32.72,76.6,5,2.8,09-03-2021
,23:26:38,36.49,72.4,230,3.9,09-03-2021
,19:29:28,27.2,92.37,10,2.8,09-03-2021
,16:45:02,25.36,94.74,60,4.7,09-03-2021
,12:34:34,32.64,76.5,10,3.5,09-03-2021
,07:22:08,36.12,72.16,10,4.3,09-03-2021
,15:35:00,25.29,94.97,97,4,08-03-2021
,10:38:38,32.95,75.83,5,3.5,08-03-2021
,10:20:43,32.92,75.88,5,3.6,08-03-2021
,22:41:30,38.68,73.67,10,4,07-03-2021
,17:59:51,36.52,71.65,10,4,07-03-2021
,16:29:11,33.03,73.6,10,3.8,07-03-2021
,15:50:08,38.98,70.17,10,3.3,07-03-2021
,14:46:58,35.01,78.18,10,3.5,07-03-2021
,09:57:00,34.04,79.37,10,3.7,07-03-2021
,04:40:34,33,75.86,5,2.9,07-03-2021
,01:56:42,36.5,71.17,200,4.4,07-03-2021
,00:56:49,37.5,72.44,150,4.3,07-03-2021
,18:31:04,36.63,69.31,38,4.4,06-03-2021
,13:44:30,39,72.84,10,3.4,06-03-2021
,05:11:33,34.53,79.04,10,3.6,06-03-2021
,03:22:36,39.82,70.95,10,4.2,06-03-2021
,19:40:55,36.2,69.6,150,4.3,05-03-2021
,02:12:38,36.55,70.95,217,3.8,04-03-2021
,21:18:06,37.56,68.55,90,3.8,03-03-2021
,04:04:56,37.01,71.47,82,4.2,03-03-2021
,01:08:28,31.38,86.83,10,3.6,03-03-2021
,22:28:13,25.17,95.31,10,2.6,02-03-2021
,21:30:09,27.69,91.8,10,2.8,02-03-2021
,16:33:33,36.25,71.51,110,4.3,02-03-2021
,14:13:04,37.47,72.43,17,3.7,02-03-2021
,07:15:38,39,75.16,10,3.5,02-03-2021
,01:47:58,26.78,93.05,15,2.7,02-03-2021
,01:32:22,26.41,92.29,15,2.9,02-03-2021
,23:51:56,6.91,94.62,90,4.2,01-03-2021
,20:09:51,24.69,93.11,25,3.7,01-03-2021
,09:06:08,21.51,94.9,10,3.6,01-03-2021
,18:03:18,28.69,87.98,20,3.9,28-02-2021
,01:33:51,28.91,86.65,100,4.1,28-02-2021
,08:05:14,36.16,70.96,90,3.8,27-02-2021
,03:26:13,38.63,71.99,10,3.6,27-02-2021
,03:05:18,36.38,71.55,125,4.3,27-02-2021
,15:03:19,23.03,94.12,10,3,26-02-2021
,14:58:23,37.16,72.66,10,4.5,26-02-2021
,02:08:56,36.42,71.98,10,3.8,26-02-2021
,22:33:21,26.19,92.05,30,3.6,25-02-2021
,14:56:19,22.79,96.05,30,3.9,25-02-2021
,14:06:46,35.875,71.393,100,4.3,25-02-2021
,13:20:29,22.99,95.47,19,4.1,25-02-2021
,09:50:05,23.02,95.64,17,3.6,25-02-2021
,09:19:01,25.21,94.37,48,3.3,25-02-2021
,09:15:57,22.53,96.48,10,4.2,25-02-2021
,08:04:29,22.91,95.81,10,4.5,25-02-2021
,06:12:42,36.45,71.85,24,3.6,25-02-2021
,03:55:26,32.85,76.22,5,2.4,25-02-2021
,02:33:02,32.32,76.29,5,2.2,25-02-2021
,01:37:51,25.89,64.78,37,4.3,25-02-2021
,23:46:47,19.95,91.03,24,4.8,24-02-2021
,20:49:19,26.02,95.45,83,4.2,24-02-2021
,03:15:23,37.4,75.89,10,4,24-02-2021
,20:36:00,28.72,77,10,1.9,23-02-2021
,17:45:20,23.98,94.1,94,3.4,23-02-2021
,21:14:22,27.42,92.65,10,2.6,22-02-2021
,14:01:53,26.298,92.896,10,2.8,22-02-2021
,04:51:36,36.484,70.684,155,3.9,22-02-2021
,01:46:11,37.63,69.18,10,3.9,21-02-2021
,01:29:08,24.87,94.89,5,2.8,21-02-2021
,01:15:49,37.37,70.09,74,3.8,21-02-2021
,22:03:55,28.2,88.16,10,3.7,20-02-2021
,16:32:46,37.86,72.59,10,3.6,20-02-2021
,13:39:32,28.6,68.91,140,5,20-02-2021
,07:17:48,37.25,71.5,10,3.7,20-02-2021
,05:31:26,23.44,94.38,105,4.3,20-02-2021
,03:55:31,32.64,76.2,5,2.8,20-02-2021
,03:21:11,27.9,87.3,10,3.4,20-02-2021
,23:08:53,24.1,93.58,5,2.4,19-02-2021
,16:38:32,29.88,80.29,8,4,19-02-2021
,07:59:23,28.21,87.25,55,3.4,19-02-2021
,07:54:50,25.55,91.96,50,2.8,19-02-2021
,07:42:49,36.73,71.69,10,3.8,19-02-2021
,04:11:24,23.59,94.56,50,3.7,19-02-2021
,03:54:18,27.15,88.97,5,2.6,19-02-2021
,23:48:56,34.54,69.19,110,4.3,18-02-2021
,22:58:23,36.61,71.58,110,3.6,18-02-2021
,07:39:05,36.62,74.56,10,3.7,18-02-2021
,05:29:49,17.75,73.55,6,3.3,18-02-2021
,03:50:48,31.07,78.06,5,2.2,18-02-2021
,23:02:36,36.71,71.01,220,4.4,17-02-2021
,20:31:21,36.73,71.31,20,3.6,17-02-2021
,17:54:46,26.71,92.63,10,4.7,17-02-2021
,16:28:55,34.44,69.55,180,4.6,17-02-2021
,02:06:51,12.04,94.78,10,4.2,17-02-2021
,21:55:17,34.43,77.68,5,3.5,16-02-2021
,19:00:56,35.53,68.94,10,3.9,16-02-2021
,21:23:47,25.41,85.35,5,3.5,15-02-2021
,19:23:24,9.42,93.48,10,4.1,15-02-2021
,17:41:19,37.62,73.12,50,4.3,15-02-2021
,17:07:09,25.32,93.83,30,3.4,15-02-2021
,15:59:06,36.443,70.309,266,4.2,15-02-2021
,10:27:08,1.03,98.59,10,4.7,15-02-2021
,05:25:26,22.02,93.79,10,3.5,15-02-2021
,02:46:00,28.57,87.39,67,3.6,15-02-2021
,01:25:59,28.91,76.99,5,2.7,15-02-2021
,15:49:53,31.32,76.87,10,3.2,14-02-2021
,10:35:05,36.34,71.2,100,3.9,14-02-2021
,05:43:51,28.27,93.39,10,2.9,14-02-2021
,03:30:22,37.98,72.58,110,3.9,14-02-2021
,22:31:33,38,73.58,74,6.3,12-02-2021
,15:45:19,38.32,73.66,100,4.5,12-02-2021
,08:01:47,30.1,69.7,290,4.3,12-02-2021
,01:04:03,37,72.32,234,4.7,12-02-2021
,13:34:51,22.814,94.524,50,3.7,11-02-2021
,04:01:30,36.78,70.61,97,4.9,11-02-2021
,02:55:01,39.55,73.74,10,3.6,11-02-2021
,00:45:51,23.7,93.1,30,3.1,11-02-2021
,00:33:26,36.13,71.39,160,4.4,11-02-2021
,20:02:33,36.05,71.87,200,4.3,10-02-2021
,19:26:22,36.41,71.19,50,3.5,09-02-2021
,07:20:07,27.95,87.91,90,4.5,09-02-2021
,04:09:11,26.99,92.54,5,2.3,09-02-2021
,00:40:55,36.87,71.97,10,3.9,09-02-2021
,19:05:28,36.57,71.39,139,3.9,08-02-2021
,13:49:15,26.57,93.14,30,3.7,08-02-2021
,09:03:47,39.51,71.55,10,3.6,08-02-2021
,06:48:31,29.44,74.4,24,3.5,08-02-2021
,04:56:02,34.22,73.61,30,3.5,08-02-2021
,21:08:08,39.27,74.29,10,4,07-02-2021
,20:24:39,37.9,93.3,10,4.2,06-02-2021
,08:27:34,28.95,73.52,5,3.5,06-02-2021
,17:17:52,20.98,97.66,10,4.5,05-02-2021
,12:06:00,36.55,70.5,10,3.7,05-02-2021
,06:53:11,29.01,77.28,5,1.8,05-02-2021
,04:33:07,29.03,86.55,10,3.9,05-02-2021
,03:43:10,27.86,88.14,10,4,05-02-2021
,22:32:05,36.4,77.09,10,4.6,04-02-2021
,10:36:29,28.62,87.38,124,4.8,04-02-2021
,01:00:28,36.53,70.66,10,4.2,04-02-2021
,00:27:27,23.45,94.21,5,3.4,04-02-2021
,00:04:20,4.94,95.76,10,4,04-02-2021
,21:10:20,39.34,71.91,63,3.6,03-02-2021
,19:59:52,34.33,78.3,10,4.5,03-02-2021
,18:48:56,36.35,70.87,138,4.2,03-02-2021
,23:04:07,36.06,76.25,10,4.2,02-02-2021
,21:44:15,28.66,84.09,40,4.2,02-02-2021
,12:14:01,36.08,69.45,10,4.3,02-02-2021
,09:15:50,36.73,71.07,10,4.2,02-02-2021
,08:22:42,37.17,71.5,169,4.6,02-02-2021
,08:01:18,28.75,87.45,151,4.9,02-02-2021
,06:46:41,36.35,71.37,10,4.1,02-02-2021
,01:34:26,24.84,94.35,35,4,01-02-2021
,01:12:25,36.62,71.58,16,3.9,01-02-2021
,19:16:05,26.28,95.73,110,3.6,31-01-2021
,04:35:59,39.53,72.43,10,3.5,31-01-2021
,00:41:12,19.53,77.13,5,3.2,31-01-2021
,20:40:35,26.85,93.31,30,2.7,30-01-2021
,16:09:40,19.56,77.67,10,3.4,30-01-2021
,11:15:49,28.36,89.76,10,4,30-01-2021
,18:57:48,39.68,74.78,10,3.4,29-01-2021
,16:46:02,32.222,76.418,10,2.8,28-01-2021
,09:17:54,28.66,77.13,15,2.8,28-01-2021
,00:26:25,25.96,95.66,16,3.5,28-01-2021
,14:47:03,38.38,71.84,150,3.7,27-01-2021
,00:48:15,35.36,73.71,16,3.6,27-01-2021
,00:08:40,26.27,95.69,10,3.8,27-01-2021
,23:51:36,28.73,76.92,10,2.7,26-01-2021
,19:28:36,18.33,73.91,12,2.6,26-01-2021
,12:35:18,25.14,93.87,15,3.3,26-01-2021
,01:21:05,28.59,77.01,5,1.9,26-01-2021
,02:15:31,27.51,93.21,11,3.5,25-01-2021
,00:31:20,37.08,71.57,90,5.3,25-01-2021
,14:01:02,27.79,95.04,10,3,24-01-2021
,12:56:04,39.65,73.238,10,3.2,23-01-2021
,10:09:03,36.77,68.12,230,4.5,23-01-2021
,05:32:01,26.42,93.41,5,2.3,23-01-2021
,02:44:44,24.34,94.95,21,3.9,23-01-2021
,02:04:47,28.6,77,5,1.9,22-01-2021
,00:18:47,36.36,71.25,188,3.8,22-01-2021
,22:20:15,24.84,94.72,10,2.8,21-01-2021
,21:02:09,36.48,70.82,203,4.4,21-01-2021
,19:12:40,36.53,77,156,4.2,21-01-2021
,16:26:05,36.31,70.22,10,3.7,21-01-2021
,04:03:15,22.02,94.5,10,3.5,21-01-2021
,00:33:40,36.63,72.42,67,3.8,21-01-2021
,12:58:04,36.55,72.74,110,4.3,20-01-2021
,02:06:50,37.84,72.26,195,3.9,20-01-2021
,21:13:21,34.3,74.53,5,3.6,19-01-2021
,18:02:57,39.96,77.11,10,3.6,19-01-2021
,16:32:39,36.39,71.02,10,4,19-01-2021
,17:13:59,7.62,94.72,120,4.5,18-01-2021
,12:40:13,36.12,69.51,10,3.7,18-01-2021
,12:21:12,35.3,73.59,34,3.8,18-01-2021
,02:06:54,24.31,93.75,28,2.7,18-01-2021
,01:21:44,34.61,80.896,221,3.6,18-01-2021
,22:00:45,20.03,72.82,5,3.5,17-01-2021
,19:12:57,24.29,96.77,10,3.7,17-01-2021
,13:53:20,37.48,75.11,10,3.5,17-01-2021
,12:29:51,26,96.53,10,3.9,17-01-2021
,02:58:15,23.62,93.5,25,3.2,17-01-2021
,02:18:11,23.65,93.46,55,4.4,17-01-2021
,01:32:53,35.94,71.12,200,5.3,17-01-2021
,22:01:04,33.03,75.93,10,4.1,16-01-2021
,16:05:49,36.42,72.22,100,3.8,16-01-2021
,16:58:21,1.26,96.42,10,4.3,15-01-2021
,00:45:35,24.96,93.24,15,4.2,14-01-2021
,19:03:31,28.86,77.49,5,2.9,13-01-2021
,06:37:22,22.64,94.58,98,3.8,13-01-2021
,03:26:05,36.38,70.25,163,3.8,13-01-2021
,20:00:07,37.3,72.34,135,4.3,12-01-2021
,15:16:43,19.68,90.75,118,4.3,12-01-2021
,10:17:20,36.37,71.14,250,4.5,12-01-2021
,19:32:04,33.34,75.47,5,5.1,11-01-2021
,19:29:15,33.22,75.58,5,3.8,11-01-2021
,02:31:38,36.47,70.6,150,4.2,11-01-2021
,20:44:40,36.49,70.75,147,4.5,10-01-2021
,06:38:05,27.21,89.92,10,3.1,10-01-2021
,04:30:38,37.35,72.23,220,4.2,10-01-2021
,04:17:29,36.75,71.39,230,3.9,10-01-2021
,23:02:48,22.93,94.22,50,3.5,09-01-2021
,22:27:03,37.39,72.04,85,3.7,09-01-2021
,20:21:50,32.31,76.3,10,4.2,09-01-2021
,11:27:30,30.79,78.58,10,3.3,09-01-2021
,21:45:55,20.13,84.25,5,3.2,08-01-2021
,18:16:25,36.47,71.46,10,3.6,08-01-2021
,15:41:55,37.16,71.34,130,4.1,08-01-2021
,10:05:19,29.85,79.77,10,3.3,08-01-2021
,19:22:29,22.56,69.65,20,2.7,07-01-2021
,06:57:38,6.99,93.91,72,4.4,07-01-2021
,01:53:34,37.17,72.09,99,3.9,07-01-2021
,20:38:42,23.06,94.26,32,3.7,06-01-2021
,04:32:07,26.95,92.93,8,2.5,06-01-2021
,13:09:22,32.35,76.61,5,3.2,05-01-2021
,10:58:43,34.28,74.52,5,3.5,04-01-2021
,00:13:07,26.21,90.94,5,2.5,04-01-2021
,22:15:28,26.52,93.03,10,2.8,03-01-2021
,00:18:14,35.89,70.17,250,4.1,03-01-2021
,22:20:32,20.095,72.928,5,2.4,02-01-2021
,21:45:56,32.51,76.4,30,2.6,02-01-2021
,18:32:55,36.94,72.11,121,4.5,02-01-2021
,13:24:40,21.79,74.7,5,3.3,02-01-2021
,04:11:58,30.59,79.28,5,2.4,02-01-2021
,03:31:48,23.03,94.04,10,3.2,02-01-2021
,00:27:05,24.45,94.86,98,3.1,01-01-2021
,23:05:21,27.32,88.62,5,2.6,31-12-2020
,17:21:00,24.19,93.85,40,3.1,31-12-2020
,13:30:28,27.07,89.16,5,2.8,31-12-2020
,11:03:46,34.7,72.92,10,4.7,30-12-2020
,01:34:04,27.69,86.33,100,3.9,30-12-2020
,21:44:00,35.78,71.51,150,4.2,29-12-2020
,03:58:16,28.49,91.96,112,3.1,29-12-2020
,01:20:28,18.88,95.26,64,3.8,29-12-2020
,20:15:19,37.31,71.84,45,4.2,28-12-2020
,05:48:12,36.66,71.31,221,3.9,28-12-2020
,03:09:12,24.65,94.53,40,3.1,28-12-2020
,03:18:20,27.41,96.55,10,3.5,27-12-2020
,19:49:15,16.15,93.07,50,4.1,26-12-2020
,04:59:02,37.39,71.82,186,3.9,26-12-2020
,03:23:50,25.7,94.7,30,2.8,26-12-2020
,02:01:49,26.06,95.38,120,3.6,26-12-2020
,01:21:28,37.96,73.54,50,3.8,26-12-2020
,05:02:19,28.7,77.04,5,2.3,25-12-2020
,20:44:01,25.47,96.25,100,3.9,24-12-2020
,19:51:07,27.11,88.34,5,2.5,24-12-2020
,19:06:56,36.28,69.35,50,4,24-12-2020
,18:17:15,25.69,96.55,198,3.9,24-12-2020
,16:51:29,25.79,96.46,150,3.6,24-12-2020
,13:39:52,25.58,96.53,100,4.6,24-12-2020
,08:29:46,38.24,71.72,10,4.2,24-12-2020
,06:56:06,26.1,93.01,5,3,24-12-2020
,05:21:51,34.21,97.99,10,4.6,24-12-2020
,03:19:35,24.51,94.94,123,2.8,24-12-2020
,22:41:26,37.13,71.71,10,3.9,23-12-2020
,16:37:02,27.17,96.05,150,3.7,23-12-2020
,11:44:19,16.36,94.45,219,3.9,23-12-2020
,01:25:52,36.81,71.93,16,3.7,23-12-2020
,06:31:34,36.15,69.08,25,4.7,22-12-2020
,01:03:12,37,71.6,150,3.9,22-12-2020
,08:33:46,33.66,76.64,5,3.7,21-12-2020
,00:27:36,32.69,76.42,5,2.4,21-12-2020
,23:43:51,22.98,93.77,10,3.4,20-12-2020
,20:40:51,36.32,71.67,10,4.2,20-12-2020
,06:09:51,36.7,70.89,239,4.4,20-12-2020
,05:55:02,29.66,80.53,5,2.9,20-12-2020
,11:52:44,21.73,94.35,10,4.1,19-12-2020
,21:32:40,36.79,72.03,10,4,18-12-2020
,10:15:54,36.96,72.07,10,3.7,18-12-2020
,09:23:43,36.61,71.31,173,4.4,18-12-2020
,23:46:46,28.19,76.67,25,4.2,17-12-2020
,22:03:20,24.15,93.74,36,3.2,17-12-2020
,11:26:01,27.4,75.43,5,3,17-12-2020
,02:32:39,35.14,70.27,10,4.2,17-12-2020
,22:53:40,36.82,72.53,101,3.7,16-12-2020
,20:10:16,27.7,94.2,10,3.1,16-12-2020
,19:26:35,37.12,73.53,10,4,16-12-2020
,18:27:13,37.22,73.49,10,4.3,16-12-2020
,02:07:30,31.49,76.84,5,3.2,16-12-2020
,23:47:50,23.82,93.11,57,3.4,15-12-2020
,14:47:06,39.34,75.8,100,3.7,15-12-2020
,16:46:15,38.66,73.35,50,4.2,14-12-2020
,14:20:38,36.66,68.94,50,4.3,14-12-2020
,10:10:13,21.22,95.49,13,3.7,14-12-2020
,05:25:31,35.92,68.92,50,4,14-12-2020
,23:33:08,31.98,77.35,10,2.4,13-12-2020
,20:54:58,24.45,73.26,5,2.3,13-12-2020
,11:38:55,36.62,71.23,10,4.1,13-12-2020
,01:43:55,36.27,72.18,33,3.8,13-12-2020
,00:14:59,26.85,94.42,10,2.6,13-12-2020
,20:41:37,26.88,96.18,10,3.3,12-12-2020
,20:39:27,26.46,94.58,5,2.6,12-12-2020
,16:42:16,36.54,71.24,10,3.9,12-12-2020
,21:28:52,23.89,92.88,40.1,3.2,11-12-2020
,19:59:53,10.97,76.1,10,2.5,11-12-2020
,18:33:51,21.59,90.31,10,4.1,11-12-2020
,18:30:15,15.49,94.06,10,4.2,11-12-2020
,22:26:47,25.87,90.52,10,3.9,10-12-2020
,22:03:05,37.04,71,10,4.4,10-12-2020
,00:24:19,26.54,96.66,145,4.1,10-12-2020
,00:06:45,26.703,95.313,10,2.5,10-12-2020
,21:35:35,24.98,95,27.7,3.1,09-12-2020
,10:44:34,22.11,94.2,87,5.2,08-12-2020
,00:27:44,28.96,76.99,14,3.3,08-12-2020
,02:09:22,32.72,76.62,5,2.6,07-12-2020
,01:14:59,36.25,73.74,10,3.6,07-12-2020
,00:19:02,36.81,71.84,10,4,07-12-2020
,19:05:39,12.79,93.14,10,4.3,06-12-2020
,10:10:40,32.71,76.65,5,2.8,06-12-2020
,06:44:38,39.07,75.73,65,3.6,06-12-2020
,05:57:29,37.856,66.942,15.8,4.3,06-12-2020
,02:00:05,35.972,70.623,167,4.3,06-12-2020
,16:59:22,36.46,71.44,150,4,05-12-2020
,14:03:42,39.49,75.7,10,4.1,05-12-2020
,10:46:37,26.92,92.67,10,3.4,05-12-2020
,04:38:15,36.42,71.26,119,4.3,04-12-2020
,03:10:59,30.11,80.56,5,2.6,04-12-2020
,02:13:24,22.14,86.05,63,3.9,04-12-2020
,01:18:38,3.09,97.92,144,5.2,04-12-2020
,13:40:06,34.49,75.95,10,3.5,03-12-2020
,04:26:45,33.1,72.67,10,3.9,03-12-2020
,12:44:24,27.49,94.34,60,3.1,02-12-2020
,06:24:40,38.296,75.376,169,4.3,02-12-2020
,04:05:01,28.79,77.46,5,2.7,02-12-2020
,09:41:50,30.03,77.95,10,3.9,01-12-2020
,18:02:36,36.36,70.59,232,4.2,30-11-2020
,21:12:35,31.56,72.84,10,3.6,29-11-2020
,05:39:30,36.7,71.58,20,3.9,28-11-2020
,05:07:54,33.72,88.6,200,4.1,28-11-2020
,04:33:11,36.14,71.06,200,3.6,28-11-2020
,22:57:33,36.54,71.2,263,5.2,26-11-2020
,15:31:46,36.35,71.39,115,4.4,26-11-2020
,15:40:58,0.12,97.66,10,4.5,25-11-2020
,01:21:12,37.17,71.75,23,3.9,25-11-2020
,19:11:51,28.53,87.32,50,4,23-11-2020
,02:13:47,27.96,93.88,10,2.6,23-11-2020
,23:58:24,22.37,94.13,25,3.8,22-11-2020
,08:59:20,26.31,94.63,23.2,4.4,22-11-2020
,06:23:59,21.89,79.45,10,2.7,22-11-2020
,03:40:53,21.89,79.8,10,1.8,22-11-2020
,03:12:11,21.78,79.84,10,2.4,22-11-2020
,01:45:02,22.1,79.55,10,4.3,22-11-2020
,21:04:51,36.29,70.88,100,4.6,21-11-2020
,19:34:51,24.14,98.37,125,3.9,21-11-2020
,16:09:38,25.45,94.35,5,2.8,21-11-2020
,14:03:58,25.49,94.33,16,2.7,21-11-2020
,12:48:42,35.07,70.14,214,4.3,21-11-2020
,10:19:36,24.92,94.88,30,4,21-11-2020
,07:46:10,36.15,70.82,10,4.3,21-11-2020
,06:54:40,25.45,94.29,11.8,2.8,21-11-2020
,23:03:15,38.12,74.44,10,4.1,20-11-2020
,21:04:14,36.56,68.75,19.4,3.9,20-11-2020
,14:01:15,36.4,68.93,10,4.9,19-11-2020
,02:47:34,36.63,71.15,164,3.8,19-11-2020
,02:31:03,36.33,71.25,185,3.9,19-11-2020
,01:20:31,25.33,94.19,10,2.7,19-11-2020
,16:03:44,36.08,69.64,25,4.7,18-11-2020
,14:30:09,36.35,70.15,100,4.4,17-11-2020
,13:05:23,38.25,70.21,150,4.8,17-11-2020
,06:57:24,25.3,72.73,10,3,17-11-2020
,21:00:47,31.16,78.13,5,2.5,16-11-2020
,23:31:20,30.92,78.01,5,3.3,15-11-2020
,12:19:34,31.04,75.95,10,2.9,15-11-2020
,08:00:03,37.03,72.35,44,4.2,15-11-2020
,04:34:24,25.51,90.67,10,2.7,15-11-2020
,04:09:18,19.92,72.88,5,2.4,15-11-2020
,14:20:26,23.53,94.5,30,5.2,14-11-2020
,08:26:59,30.29,67.65,70,5.4,14-11-2020
,00:03:10,5.7,95.8,10,4.9,14-11-2020
,23:40:30,36.6,72.04,90,4.3,13-11-2020
,21:04:04,26.59,93.24,11,2.8,13-11-2020
,15:42:16,39.52,74.04,10,4.1,13-11-2020
,15:39:47,28.67,91.83,30,3.1,13-11-2020
,14:46:46,39.6,74.35,10,4.4,13-11-2020
,08:45:37,12.13,93.46,10,4.3,13-11-2020
,03:23:49,26.45,93.61,11,3.7,13-11-2020
,02:51:28,28.02,87.74,10,4.1,13-11-2020
,01:49:08,37.01,71.3,85,4.7,13-11-2020
,23:22:30,37.26,72.05,10,4.3,12-11-2020
,19:35:22,28.35,84.28,10,3.6,12-11-2020
,15:35:28,23.88,94.54,25,3.7,12-11-2020
,08:50:00,36.47,70.81,200,4.1,12-11-2020
,08:36:22,20,72.9,5,2.5,12-11-2020
,07:36:11,35.34,71.05,100,4.2,12-11-2020
,02:29:33,32.7,75.84,5,4,12-11-2020
,01:35:28,31.21,78.26,15,2.8,12-11-2020
,20:19:25,36.03,71.62,240,4.4,11-11-2020
,13:10:40,20.16,72.88,5,2.8,11-11-2020
,09:22:15,24.6,93.56,29,3.4,11-11-2020
,05:55:51,20.19,73.07,5,2.8,11-11-2020
,04:11:50,26.28,93.09,10,2.9,11-11-2020
,23:54:00,31.61,78.54,5,2.4,10-11-2020
,23:34:31,36.83,72.26,95,4,10-11-2020
,20:07:39,38.67,70.48,10,5.5,10-11-2020
,18:19:17,36.35,72.57,49,3.6,10-11-2020
,16:58:31,20.11,73.04,5,2.9,10-11-2020
,15:38:45,20.12,72.978,5,2.3,10-11-2020
,10:15:40,22.86,94.41,80,4.3,10-11-2020
,09:48:42,20.31,73.05,5,2.8,10-11-2020
,06:29:52,26.49,94.98,5,2.7,10-11-2020
,21:19:38,20.17,72.91,8,3.1,09-11-2020
,16:17:46,20.13,72.82,5,3.4,09-11-2020
,15:40:28,20.2,72.89,10,2.8,09-11-2020
,13:43:21,20.23,72.95,5,2.4,09-11-2020
,08:49:22,39.25,71.84,10,3.1,09-11-2020
,06:46:41,21.89,79.57,12,3.4,09-11-2020
,05:31:24,20.14,72.88,5,3.4,09-11-2020
,03:14:20,27.85,84.97,10,4.3,09-11-2020
,23:16:24,33.44,75.67,10,3.4,08-11-2020
,18:56:27,33.48,75.62,10,4,08-11-2020
,17:49:00,37.29,71.91,164,4.6,08-11-2020
,15:02:43,24.09,94.11,46,3.4,08-11-2020
,14:42:25,28.65,96.26,10,4.2,08-11-2020
,15:39:24,21.55,73.15,10,4.2,07-11-2020
,12:30:57,10.44,93.26,71,3.6,07-11-2020
,11:49:25,14.45,92.34,53,4.2,07-11-2020
,07:38:39,33.6,72.44,10,3.7,07-11-2020
,05:46:56,35.58,71.18,10,4.3,07-11-2020
,04:29:19,33.5,75.64,10,4.1,07-11-2020
,04:18:41,33.28,75.85,10,2.8,07-11-2020
,21:03:11,35.37,75.54,37,3.8,06-11-2020
,16:39:18,28.78,76.78,5,2.1,06-11-2020
,08:36:49,25.12,96.34,106,4.1,06-11-2020
,06:25:55,32.87,76.2,11,2.9,06-11-2020
,06:14:32,34.77,76.82,30,3.1,05-11-2020
,00:24:53,28.29,91.74,10,3.3,05-11-2020
,22:57:40,36.61,71.75,10,4.1,04-11-2020
,08:09:47,38.54,69.69,147,4.2,04-11-2020
,03:56:18,20.06,72.92,10,2.2,04-11-2020
,03:54:53,20,73.15,10,2.5,04-11-2020
,01:56:11,23.85,94.58,170,3.4,04-11-2020
,19:01:52,20.03,72.92,10,1.8,03-11-2020
,17:28:17,24.39,92.53,20,3.5,03-11-2020
,13:14:40,29.91,68.75,10,4.2,03-11-2020
,07:21:15,0.35,98.51,135,4.6,03-11-2020
,06:55:19,35.49,73.28,10,3.7,03-11-2020
,01:13:17,25.69,91.15,10,4.4,03-11-2020
,00:21:16,36.48,70.8,235,4,03-11-2020
,23:31:34,23.54,95.08,18,3.3,02-11-2020
,22:39:46,22.92,93.01,10,3.6,02-11-2020
,18:57:44,20.07,72.91,5,1.5,02-11-2020
,14:14:33,38.94,70.85,10,3.5,02-11-2020
